@relation 'acciones'
@attribute 'accion' { 'luz', 'calefaccion', 'aire-acondicionado', 'planchado', 'secado'}
@attribute 'estancia' {'salon', 'cocina', 'dormitorio_principal', 'pasillo', 'dormitorio_secundario' }
@attribute 'tiempo' numeric
@attribute 'tarifa' numeric
@attribute 'usuario' {'u1','u2','u3','u4'}
@data
'calefaccion','dormitorio_secundario',37,0.139,'u1'
'luz','dormitorio_principal',32,0.099,'u1'
'planchado','pasillo',12,0.15,'u1'
'secado','dormitorio_principal',25,0.139,'u1'
'secado','dormitorio_secundario',41,0.139,'u1'
'luz','pasillo',83,0.15,'u1'
'calefaccion','dormitorio_secundario',19,0.15,'u1'
'luz','dormitorio_secundario',77,0.099,'u1'
'secado','pasillo',81,0.099,'u1'
'secado','salon',104,0.15,'u1'
'secado','salon',83,0.15,'u1'
'secado','pasillo',28,0.139,'u1'
'secado','dormitorio_principal',114,0.139,'u1'
'calefaccion','cocina',74,0.139,'u1'
'calefaccion','dormitorio_secundario',46,0.15,'u1'
'calefaccion','cocina',51,0.139,'u1'
'planchado','cocina',109,0.099,'u1'
'calefaccion','cocina',48,0.15,'u1'
'secado','pasillo',64,0.15,'u1'
'secado','pasillo',22,0.099,'u1'
'luz','dormitorio_principal',116,0.139,'u1'
'luz','dormitorio_secundario',65,0.099,'u1'
'planchado','cocina',41,0.15,'u1'
'calefaccion','pasillo',40,0.15,'u1'
'luz','dormitorio_principal',42,0.099,'u1'
'planchado','dormitorio_principal',68,0.099,'u1'
'luz','salon',56,0.099,'u1'
'calefaccion','dormitorio_principal',2,0.15,'u1'
'luz','pasillo',15,0.139,'u1'
'calefaccion','salon',62,0.099,'u1'
'planchado','dormitorio_principal',27,0.139,'u1'
'secado','dormitorio_secundario',62,0.139,'u1'
'calefaccion','pasillo',78,0.099,'u1'
'calefaccion','salon',120,0.099,'u1'
'calefaccion','dormitorio_principal',115,0.099,'u1'
'secado','salon',28,0.099,'u1'
'planchado','cocina',104,0.099,'u1'
'luz','dormitorio_principal',101,0.139,'u1'
'secado','dormitorio_principal',50,0.15,'u1'
'luz','dormitorio_secundario',67,0.15,'u1'
'luz','cocina',32,0.139,'u1'
'luz','cocina',66,0.15,'u1'
'luz','pasillo',21,0.15,'u1'
'luz','salon',118,0.139,'u1'
'calefaccion','dormitorio_principal',57,0.099,'u1'
'planchado','dormitorio_principal',99,0.15,'u1'
'luz','pasillo',87,0.15,'u1'
'luz','cocina',20,0.15,'u1'
'secado','salon',99,0.099,'u1'
'secado','pasillo',37,0.099,'u1'
'luz','dormitorio_secundario',94,0.139,'u1'
'secado','dormitorio_principal',29,0.099,'u1'
'luz','dormitorio_secundario',75,0.099,'u1'
'planchado','cocina',103,0.139,'u1'
'secado','dormitorio_principal',114,0.15,'u1'
'calefaccion','dormitorio_principal',82,0.15,'u1'
'luz','dormitorio_secundario',58,0.15,'u1'
'planchado','dormitorio_secundario',65,0.15,'u1'
'calefaccion','dormitorio_secundario',95,0.15,'u1'
'calefaccion','salon',32,0.099,'u1'
'calefaccion','dormitorio_secundario',120,0.139,'u1'
'calefaccion','pasillo',84,0.15,'u1'
'secado','dormitorio_principal',36,0.15,'u1'
'calefaccion','pasillo',75,0.099,'u1'
'calefaccion','cocina',81,0.15,'u1'
'secado','salon',99,0.15,'u1'
'planchado','dormitorio_principal',65,0.099,'u1'
'secado','pasillo',29,0.15,'u1'
'secado','dormitorio_secundario',103,0.099,'u1'
'luz','dormitorio_principal',23,0.139,'u1'
'secado','cocina',42,0.15,'u1'
'planchado','cocina',45,0.139,'u1'
'planchado','dormitorio_principal',113,0.099,'u1'
'planchado','pasillo',98,0.099,'u1'
'planchado','pasillo',60,0.139,'u1'
'calefaccion','dormitorio_principal',28,0.099,'u1'
'calefaccion','dormitorio_principal',5,0.15,'u1'
'calefaccion','cocina',94,0.15,'u1'
'planchado','salon',29,0.099,'u1'
'luz','dormitorio_secundario',27,0.139,'u1'
'calefaccion','dormitorio_secundario',26,0.139,'u1'
'calefaccion','dormitorio_principal',8,0.099,'u1'
'luz','salon',49,0.139,'u1'
'calefaccion','pasillo',55,0.139,'u1'
'calefaccion','dormitorio_secundario',58,0.099,'u1'
'planchado','salon',111,0.139,'u1'
'calefaccion','cocina',6,0.15,'u1'
'luz','cocina',29,0.15,'u1'
'luz','cocina',110,0.139,'u1'
'planchado','salon',96,0.099,'u1'
'luz','dormitorio_secundario',37,0.139,'u1'
'luz','dormitorio_principal',49,0.15,'u1'
'luz','pasillo',80,0.099,'u1'
'luz','cocina',24,0.15,'u1'
'luz','cocina',56,0.15,'u1'
'luz','dormitorio_principal',87,0.15,'u1'
'secado','dormitorio_secundario',68,0.139,'u1'
'calefaccion','cocina',84,0.139,'u1'
'luz','pasillo',41,0.15,'u1'
'planchado','salon',20,0.15,'u1'
'secado','cocina',119,0.15,'u1'
'calefaccion','dormitorio_secundario',66,0.099,'u1'
'luz','pasillo',19,0.099,'u1'
'calefaccion','dormitorio_secundario',97,0.099,'u1'
'planchado','dormitorio_principal',58,0.099,'u1'
'luz','dormitorio_principal',112,0.139,'u1'
'planchado','cocina',104,0.139,'u1'
'planchado','cocina',29,0.099,'u1'
'secado','cocina',48,0.139,'u1'
'calefaccion','cocina',3,0.139,'u1'
'secado','dormitorio_principal',71,0.15,'u1'
'luz','dormitorio_principal',79,0.15,'u1'
'planchado','dormitorio_principal',103,0.15,'u1'
'calefaccion','dormitorio_principal',87,0.15,'u1'
'calefaccion','salon',25,0.15,'u1'
'planchado','dormitorio_secundario',63,0.15,'u1'
'luz','pasillo',102,0.15,'u1'
'secado','cocina',39,0.099,'u1'
'calefaccion','pasillo',83,0.15,'u1'
'calefaccion','dormitorio_principal',46,0.15,'u1'
'calefaccion','dormitorio_principal',78,0.15,'u1'
'luz','pasillo',83,0.099,'u1'
'luz','pasillo',50,0.139,'u1'
'secado','dormitorio_principal',99,0.139,'u1'
'calefaccion','dormitorio_principal',2,0.139,'u1'
'luz','dormitorio_secundario',66,0.15,'u1'
'planchado','dormitorio_principal',102,0.099,'u1'
'luz','dormitorio_secundario',1,0.099,'u1'
'secado','salon',14,0.15,'u1'
'luz','pasillo',47,0.139,'u1'
'planchado','dormitorio_principal',98,0.139,'u1'
'secado','cocina',2,0.099,'u1'
'calefaccion','cocina',27,0.15,'u1'
'planchado','pasillo',105,0.099,'u1'
'secado','salon',5,0.139,'u1'
'calefaccion','salon',42,0.099,'u1'
'calefaccion','cocina',10,0.15,'u1'
'calefaccion','pasillo',90,0.139,'u1'
'planchado','pasillo',115,0.139,'u1'
'planchado','dormitorio_secundario',45,0.139,'u1'
'luz','pasillo',88,0.099,'u1'
'planchado','salon',91,0.099,'u1'
'calefaccion','salon',33,0.15,'u1'
'calefaccion','cocina',59,0.099,'u1'
'planchado','cocina',54,0.139,'u1'
'secado','cocina',66,0.099,'u1'
'planchado','pasillo',92,0.139,'u1'
'secado','pasillo',90,0.139,'u1'
'secado','dormitorio_principal',51,0.139,'u1'
'planchado','pasillo',31,0.099,'u1'
'secado','dormitorio_principal',91,0.15,'u1'
'luz','cocina',71,0.099,'u1'
'calefaccion','pasillo',21,0.139,'u1'
'luz','dormitorio_secundario',15,0.099,'u1'
'calefaccion','salon',39,0.139,'u1'
'planchado','pasillo',20,0.139,'u1'
'planchado','salon',111,0.099,'u1'
'calefaccion','salon',96,0.15,'u1'
'luz','dormitorio_principal',15,0.15,'u1'
'secado','salon',79,0.139,'u1'
'luz','dormitorio_principal',88,0.099,'u1'
'secado','dormitorio_secundario',109,0.139,'u1'
'calefaccion','pasillo',117,0.099,'u1'
'planchado','salon',57,0.099,'u1'
'luz','cocina',56,0.139,'u1'
'calefaccion','pasillo',11,0.15,'u1'
'secado','salon',30,0.139,'u1'
'luz','dormitorio_secundario',101,0.15,'u1'
'secado','cocina',4,0.099,'u1'
'calefaccion','cocina',18,0.139,'u1'
'planchado','cocina',74,0.139,'u1'
'calefaccion','dormitorio_secundario',110,0.139,'u1'
'luz','dormitorio_principal',13,0.15,'u1'
'calefaccion','dormitorio_secundario',28,0.139,'u1'
'calefaccion','cocina',19,0.099,'u1'
'calefaccion','cocina',2,0.139,'u1'
'luz','dormitorio_principal',99,0.139,'u1'
'calefaccion','dormitorio_principal',11,0.139,'u1'
'luz','dormitorio_secundario',4,0.15,'u1'
'secado','pasillo',10,0.15,'u1'
'luz','dormitorio_principal',99,0.15,'u1'
'luz','pasillo',88,0.139,'u1'
'calefaccion','salon',30,0.099,'u1'
'luz','cocina',65,0.099,'u1'
'calefaccion','dormitorio_principal',77,0.15,'u1'
'planchado','salon',112,0.139,'u1'
'planchado','salon',41,0.139,'u1'
'planchado','pasillo',95,0.139,'u1'
'luz','dormitorio_principal',101,0.15,'u1'
'secado','dormitorio_secundario',49,0.099,'u1'
'secado','dormitorio_secundario',6,0.15,'u1'
'luz','dormitorio_secundario',96,0.099,'u1'
'luz','salon',82,0.139,'u1'
'luz','salon',110,0.139,'u1'
'luz','dormitorio_secundario',16,0.099,'u1'
'planchado','salon',29,0.15,'u1'
'secado','dormitorio_principal',43,0.139,'u1'
'calefaccion','pasillo',100,0.15,'u1'
'calefaccion','dormitorio_secundario',4,0.099,'u1'
'planchado','dormitorio_secundario',98,0.139,'u1'
'secado','salon',92,0.15,'u1'
'calefaccion','dormitorio_secundario',114,0.099,'u1'
'luz','cocina',77,0.15,'u1'
'calefaccion','cocina',68,0.139,'u1'
'luz','cocina',103,0.139,'u1'
'planchado','salon',27,0.099,'u1'
'secado','pasillo',80,0.139,'u1'
'luz','dormitorio_principal',64,0.099,'u1'
'calefaccion','salon',62,0.099,'u1'
'secado','dormitorio_principal',5,0.099,'u1'
'planchado','dormitorio_secundario',110,0.15,'u1'
'secado','dormitorio_principal',38,0.099,'u1'
'luz','cocina',85,0.15,'u1'
'secado','salon',26,0.099,'u1'
'planchado','dormitorio_principal',2,0.099,'u1'
'luz','pasillo',6,0.139,'u1'
'luz','cocina',45,0.139,'u1'
'luz','dormitorio_secundario',83,0.099,'u1'
'secado','dormitorio_principal',76,0.099,'u1'
'luz','pasillo',91,0.139,'u1'
'planchado','pasillo',4,0.139,'u1'
'luz','dormitorio_secundario',53,0.15,'u1'
'calefaccion','pasillo',86,0.15,'u1'
'luz','dormitorio_principal',77,0.139,'u1'
'secado','dormitorio_secundario',31,0.15,'u1'
'secado','salon',77,0.139,'u1'
'calefaccion','pasillo',27,0.099,'u1'
'planchado','salon',103,0.15,'u1'
'planchado','dormitorio_secundario',115,0.139,'u1'
'secado','pasillo',25,0.099,'u1'
'luz','dormitorio_secundario',68,0.139,'u1'
'secado','pasillo',24,0.099,'u1'
'secado','salon',88,0.099,'u1'
'planchado','salon',89,0.15,'u1'
'calefaccion','pasillo',12,0.139,'u1'
'secado','cocina',19,0.15,'u1'
'planchado','dormitorio_secundario',94,0.15,'u1'
'luz','cocina',100,0.139,'u1'
'calefaccion','cocina',39,0.15,'u1'
'calefaccion','dormitorio_principal',1,0.139,'u1'
'luz','dormitorio_principal',99,0.15,'u1'
'luz','dormitorio_secundario',119,0.139,'u1'
'planchado','pasillo',33,0.139,'u1'
'luz','salon',6,0.139,'u1'
'secado','dormitorio_secundario',92,0.139,'u1'
'planchado','cocina',10,0.15,'u1'
'planchado','dormitorio_principal',54,0.139,'u1'
'calefaccion','cocina',32,0.099,'u1'
'planchado','cocina',21,0.139,'u1'
'planchado','pasillo',6,0.099,'u1'
'luz','dormitorio_secundario',56,0.15,'u1'
'secado','dormitorio_secundario',105,0.139,'u1'
'planchado','cocina',80,0.139,'u1'
'secado','salon',4,0.139,'u1'
'secado','dormitorio_secundario',68,0.139,'u1'
'secado','cocina',108,0.139,'u1'
'luz','dormitorio_principal',25,0.099,'u1'
'secado','dormitorio_secundario',30,0.099,'u1'
'secado','dormitorio_principal',53,0.15,'u1'
'secado','salon',36,0.099,'u1'
'secado','dormitorio_secundario',61,0.15,'u1'
'calefaccion','pasillo',68,0.139,'u1'
'secado','cocina',94,0.099,'u1'
'secado','pasillo',26,0.099,'u1'
'secado','cocina',82,0.099,'u1'
'calefaccion','pasillo',101,0.15,'u1'
'planchado','dormitorio_secundario',66,0.099,'u1'
'planchado','cocina',63,0.099,'u1'
'calefaccion','cocina',60,0.099,'u1'
'secado','salon',74,0.139,'u1'
'luz','salon',84,0.139,'u1'
'luz','dormitorio_secundario',97,0.099,'u1'
'luz','dormitorio_secundario',87,0.139,'u1'
'luz','pasillo',10,0.139,'u1'
'secado','dormitorio_principal',104,0.139,'u1'
'luz','dormitorio_principal',116,0.099,'u1'
'calefaccion','dormitorio_secundario',107,0.139,'u1'
'planchado','pasillo',104,0.139,'u1'
'calefaccion','pasillo',23,0.139,'u1'
'planchado','salon',53,0.15,'u1'
'planchado','dormitorio_secundario',67,0.15,'u1'
'planchado','cocina',70,0.099,'u1'
'luz','salon',114,0.099,'u1'
'luz','salon',111,0.15,'u1'
'luz','dormitorio_principal',10,0.099,'u1'
'calefaccion','cocina',71,0.139,'u1'
'planchado','salon',45,0.099,'u1'
'planchado','dormitorio_principal',19,0.099,'u1'
'planchado','pasillo',110,0.099,'u1'
'calefaccion','dormitorio_secundario',75,0.15,'u1'
'planchado','dormitorio_secundario',107,0.15,'u1'
'calefaccion','cocina',16,0.15,'u1'
'secado','pasillo',118,0.15,'u1'
'planchado','dormitorio_secundario',97,0.15,'u1'
'luz','salon',57,0.099,'u1'
'planchado','dormitorio_principal',59,0.15,'u1'
'calefaccion','dormitorio_principal',92,0.099,'u1'
'calefaccion','cocina',68,0.099,'u1'
'calefaccion','pasillo',69,0.099,'u1'
'planchado','salon',69,0.15,'u1'
'secado','dormitorio_secundario',16,0.099,'u1'
'luz','dormitorio_principal',51,0.15,'u1'
'secado','dormitorio_principal',68,0.15,'u1'
'secado','dormitorio_principal',65,0.099,'u1'
'secado','pasillo',117,0.139,'u1'
'planchado','dormitorio_secundario',14,0.099,'u1'
'calefaccion','cocina',7,0.099,'u1'
'planchado','dormitorio_principal',78,0.099,'u1'
'luz','dormitorio_principal',91,0.15,'u1'
'calefaccion','dormitorio_principal',108,0.15,'u1'
'secado','dormitorio_principal',19,0.15,'u1'
'luz','pasillo',89,0.099,'u1'
'secado','salon',21,0.099,'u1'
'secado','dormitorio_principal',6,0.099,'u1'
'luz','dormitorio_principal',45,0.15,'u1'
'planchado','dormitorio_principal',95,0.15,'u1'
'calefaccion','dormitorio_secundario',16,0.099,'u1'
'luz','dormitorio_secundario',96,0.139,'u1'
'planchado','dormitorio_principal',99,0.15,'u1'
'calefaccion','dormitorio_principal',19,0.15,'u1'
'secado','cocina',55,0.099,'u1'
'secado','pasillo',30,0.15,'u1'
'luz','pasillo',34,0.15,'u1'
'calefaccion','dormitorio_principal',7,0.15,'u1'
'luz','pasillo',22,0.15,'u1'
'luz','dormitorio_principal',86,0.15,'u1'
'planchado','dormitorio_principal',2,0.15,'u1'
'calefaccion','dormitorio_secundario',29,0.15,'u1'
'calefaccion','salon',58,0.099,'u1'
'planchado','cocina',16,0.099,'u1'
'secado','dormitorio_principal',114,0.139,'u1'
'calefaccion','dormitorio_principal',23,0.139,'u1'
'calefaccion','pasillo',59,0.099,'u1'
'calefaccion','dormitorio_principal',20,0.099,'u1'
'luz','dormitorio_secundario',22,0.139,'u1'
'planchado','pasillo',58,0.139,'u1'
'secado','cocina',51,0.15,'u1'
'luz','salon',54,0.099,'u1'
'secado','salon',25,0.15,'u1'
'secado','salon',36,0.099,'u1'
'planchado','salon',97,0.15,'u1'
'calefaccion','dormitorio_secundario',108,0.099,'u1'
'secado','pasillo',11,0.099,'u1'
'calefaccion','dormitorio_principal',84,0.099,'u1'
'luz','dormitorio_secundario',86,0.139,'u1'
'luz','dormitorio_secundario',89,0.139,'u1'
'planchado','dormitorio_principal',15,0.15,'u1'
'secado','dormitorio_secundario',29,0.099,'u1'
'calefaccion','pasillo',13,0.139,'u1'
'luz','pasillo',36,0.15,'u1'
'planchado','pasillo',55,0.139,'u1'
'luz','dormitorio_principal',3,0.139,'u1'
'luz','dormitorio_secundario',72,0.099,'u1'
'secado','dormitorio_principal',57,0.15,'u1'
'calefaccion','cocina',36,0.15,'u1'
'planchado','cocina',82,0.099,'u1'
'planchado','cocina',68,0.15,'u1'
'luz','pasillo',111,0.139,'u1'
'secado','dormitorio_principal',45,0.139,'u1'
'secado','cocina',5,0.15,'u1'
'calefaccion','cocina',13,0.139,'u1'
'luz','dormitorio_principal',7,0.099,'u1'
'secado','dormitorio_principal',32,0.139,'u1'
'luz','pasillo',11,0.139,'u1'
'calefaccion','pasillo',76,0.099,'u1'
'secado','cocina',119,0.15,'u1'
'secado','dormitorio_secundario',19,0.099,'u1'
'secado','pasillo',45,0.099,'u1'
'planchado','dormitorio_principal',82,0.15,'u1'
'luz','dormitorio_principal',7,0.15,'u1'
'luz','pasillo',94,0.15,'u1'
'luz','pasillo',2,0.15,'u1'
'luz','cocina',105,0.15,'u1'
'calefaccion','pasillo',118,0.139,'u1'
'luz','salon',10,0.099,'u1'
'planchado','dormitorio_secundario',3,0.15,'u1'
'calefaccion','pasillo',30,0.099,'u1'
'planchado','salon',82,0.139,'u1'
'secado','dormitorio_principal',114,0.139,'u1'
'luz','dormitorio_principal',93,0.15,'u1'
'planchado','pasillo',54,0.099,'u1'
'luz','dormitorio_secundario',2,0.15,'u1'
'planchado','salon',75,0.15,'u1'
'calefaccion','salon',34,0.15,'u1'
'luz','salon',83,0.15,'u1'
'secado','dormitorio_secundario',112,0.099,'u1'
'luz','pasillo',51,0.139,'u1'
'secado','cocina',29,0.15,'u1'
'secado','salon',83,0.139,'u1'
'secado','dormitorio_secundario',59,0.15,'u1'
'calefaccion','cocina',19,0.139,'u1'
'planchado','dormitorio_principal',40,0.139,'u1'
'planchado','dormitorio_secundario',71,0.15,'u1'
'secado','dormitorio_secundario',29,0.099,'u1'
'secado','cocina',109,0.15,'u1'
'luz','cocina',20,0.099,'u1'
'luz','pasillo',35,0.15,'u1'
'luz','salon',103,0.15,'u1'
'secado','dormitorio_principal',15,0.15,'u1'
'calefaccion','cocina',46,0.15,'u1'
'planchado','dormitorio_secundario',53,0.099,'u1'
'planchado','salon',108,0.139,'u1'
'secado','pasillo',49,0.15,'u1'
'calefaccion','dormitorio_secundario',46,0.15,'u1'
'planchado','salon',17,0.139,'u1'
'calefaccion','dormitorio_secundario',115,0.139,'u1'
'luz','salon',45,0.15,'u1'
'calefaccion','salon',64,0.15,'u1'
'secado','salon',83,0.139,'u1'
'planchado','salon',43,0.139,'u1'
'luz','salon',33,0.139,'u1'
'secado','dormitorio_principal',100,0.139,'u1'
'calefaccion','dormitorio_secundario',80,0.099,'u1'
'secado','pasillo',109,0.139,'u1'
'luz','cocina',46,0.099,'u1'
'luz','cocina',36,0.15,'u1'
'calefaccion','dormitorio_secundario',15,0.15,'u1'
'luz','cocina',39,0.15,'u1'
'luz','pasillo',85,0.139,'u1'
'luz','pasillo',85,0.139,'u1'
'luz','pasillo',114,0.15,'u1'
'luz','salon',113,0.15,'u1'
'secado','salon',1,0.099,'u1'
'planchado','dormitorio_principal',94,0.15,'u1'
'calefaccion','dormitorio_principal',71,0.15,'u1'
'luz','dormitorio_principal',45,0.139,'u1'
'secado','dormitorio_secundario',3,0.099,'u1'
'luz','dormitorio_secundario',34,0.099,'u1'
'secado','salon',13,0.099,'u1'
'luz','salon',2,0.099,'u1'
'luz','dormitorio_principal',23,0.099,'u1'
'secado','cocina',87,0.15,'u1'
'luz','dormitorio_secundario',83,0.139,'u1'
'luz','dormitorio_secundario',110,0.099,'u1'
'secado','cocina',59,0.15,'u1'
'calefaccion','salon',32,0.15,'u1'
'calefaccion','cocina',4,0.099,'u1'
'luz','cocina',57,0.099,'u1'
'secado','cocina',55,0.15,'u1'
'secado','pasillo',110,0.15,'u1'
'calefaccion','pasillo',116,0.15,'u1'
'luz','pasillo',47,0.15,'u1'
'secado','salon',56,0.099,'u1'
'secado','pasillo',92,0.15,'u1'
'calefaccion','cocina',113,0.099,'u1'
'secado','cocina',65,0.139,'u1'
'luz','salon',83,0.15,'u1'
'secado','cocina',6,0.099,'u1'
'secado','dormitorio_principal',56,0.099,'u1'
'planchado','salon',101,0.099,'u1'
'planchado','cocina',2,0.139,'u1'
'secado','cocina',52,0.099,'u1'
'luz','cocina',33,0.15,'u1'
'secado','dormitorio_secundario',37,0.139,'u1'
'luz','cocina',97,0.099,'u1'
'planchado','pasillo',44,0.139,'u1'
'calefaccion','dormitorio_principal',34,0.099,'u1'
'luz','salon',75,0.139,'u1'
'secado','dormitorio_secundario',106,0.099,'u1'
'secado','cocina',41,0.139,'u1'
'secado','salon',78,0.099,'u1'
'calefaccion','cocina',60,0.139,'u1'
'calefaccion','salon',76,0.15,'u1'
'planchado','pasillo',115,0.15,'u1'
'secado','cocina',41,0.15,'u1'
'calefaccion','cocina',7,0.099,'u1'
'calefaccion','pasillo',39,0.139,'u1'
'calefaccion','salon',40,0.099,'u1'
'calefaccion','pasillo',108,0.15,'u1'
'calefaccion','dormitorio_principal',54,0.15,'u1'
'calefaccion','cocina',25,0.15,'u1'
'calefaccion','dormitorio_secundario',54,0.099,'u1'
'planchado','dormitorio_secundario',6,0.099,'u1'
'secado','dormitorio_principal',98,0.139,'u1'
'secado','cocina',65,0.099,'u1'
'secado','salon',81,0.139,'u1'
'calefaccion','dormitorio_secundario',1,0.15,'u1'
'calefaccion','cocina',28,0.139,'u1'
'luz','dormitorio_secundario',116,0.139,'u1'
'secado','salon',33,0.099,'u1'
'planchado','salon',104,0.099,'u1'
'secado','dormitorio_secundario',92,0.099,'u1'
'planchado','cocina',108,0.099,'u1'
'secado','cocina',114,0.139,'u1'
'luz','dormitorio_secundario',67,0.099,'u1'
'secado','dormitorio_principal',29,0.15,'u1'
'planchado','dormitorio_secundario',110,0.099,'u1'
'secado','dormitorio_principal',20,0.15,'u1'
'secado','dormitorio_secundario',23,0.15,'u1'
'luz','dormitorio_principal',52,0.15,'u1'
'secado','pasillo',109,0.099,'u1'
'luz','pasillo',25,0.15,'u1'
'secado','dormitorio_secundario',34,0.15,'u1'
'secado','salon',15,0.139,'u1'
'luz','dormitorio_secundario',79,0.139,'u1'
'luz','salon',86,0.15,'u1'
'calefaccion','dormitorio_principal',113,0.099,'u1'
'calefaccion','dormitorio_secundario',103,0.139,'u1'
'planchado','dormitorio_secundario',24,0.15,'u1'
'luz','dormitorio_secundario',76,0.15,'u1'
'secado','pasillo',8,0.139,'u1'
'calefaccion','dormitorio_secundario',89,0.139,'u1'
'luz','cocina',11,0.139,'u1'
'planchado','cocina',46,0.15,'u1'
'planchado','dormitorio_secundario',49,0.139,'u1'
'calefaccion','pasillo',1,0.099,'u1'
'planchado','cocina',73,0.139,'u1'
'secado','pasillo',79,0.15,'u1'
'planchado','pasillo',115,0.139,'u1'
'luz','pasillo',84,0.139,'u1'
'secado','dormitorio_secundario',53,0.099,'u1'
'calefaccion','pasillo',63,0.099,'u1'
'luz','cocina',25,0.139,'u1'
'luz','dormitorio_secundario',17,0.15,'u1'
'secado','dormitorio_secundario',99,0.099,'u1'
'calefaccion','salon',116,0.15,'u1'
'planchado','cocina',118,0.15,'u1'
'planchado','cocina',104,0.15,'u1'
'secado','cocina',11,0.139,'u1'
'planchado','salon',8,0.15,'u1'
'calefaccion','cocina',24,0.139,'u1'
'secado','pasillo',119,0.099,'u1'
'luz','dormitorio_secundario',46,0.139,'u1'
'secado','pasillo',37,0.099,'u1'
'secado','cocina',118,0.139,'u1'
'calefaccion','dormitorio_secundario',50,0.099,'u1'
'secado','pasillo',25,0.15,'u1'
'luz','pasillo',98,0.15,'u1'
'planchado','dormitorio_principal',37,0.099,'u1'
'calefaccion','dormitorio_secundario',69,0.139,'u1'
'luz','dormitorio_secundario',76,0.099,'u1'
'luz','cocina',9,0.139,'u1'
'planchado','pasillo',118,0.099,'u1'
'luz','dormitorio_secundario',3,0.139,'u1'
'secado','salon',63,0.15,'u1'
'planchado','pasillo',115,0.099,'u1'
'secado','dormitorio_secundario',1,0.15,'u1'
'planchado','dormitorio_principal',86,0.15,'u1'
'calefaccion','salon',57,0.15,'u1'
'luz','salon',55,0.15,'u1'
'luz','pasillo',114,0.099,'u1'
'secado','dormitorio_principal',14,0.139,'u1'
'planchado','cocina',74,0.099,'u1'
'secado','pasillo',57,0.15,'u1'
'luz','pasillo',71,0.139,'u1'
'planchado','dormitorio_principal',108,0.15,'u1'
